point_res_7,count
608818926490484735,399
608802938407616511,36
608845298881527807,1874
608819073173684223,582
608819005209182207,596
608801871863218175,3146
608801856075857919,202
608796868561862655,185
608803206088097791,229
608798165306441727,368
608798162622087167,471
608798169265864703,67
608802622257758207,5
608818985546285055,9518
608819083357454335,1445
608803201155596287,1598
608818995176407039,1110
609312272740777983,646
608801856528842751,41
608819037857644543,6
608818978147532799,1413
608801842939297791,497
608803218704564223,298
608801901659553791,1005
608802700104040447,35
608819090085117951,314
608801832621309951,123
608802639034974207,49
608818971956740095,4770
608801787775811583,3893
608803204745920511,871
609313165691322367,18
608819087669198847,1117
608819025325064191,1632
608819019151048703,517
608819089380474879,359
608818981855297535,254
608803191206707199,48
608803202078343167,134
608803237763481599,25
608845333123825663,792
608802083423911935,1261
608819073878327295,452
608803211993677823,520
608801794100822015,2176
608819059651248127,612
609312240209756159,94
608801839701295103,346
608818986183819263,319
608797949215899647,24
608819094380085247,227
608819060154564607,157
608802644454014975,1233
608801787675148287,232
608796868880629759,448
608819094279421951,737
608801832721973247,1517
608802390547628031,406
608803199461097471,177
608802629438406655,380
609312288444252159,100
608844285319577599,607
608803282055331839,319
609312265157476351,53
608819083458117631,347
608801858927984639,934
608802700322144255,125
608802636199624703,312
608798148210458623,9645
608819020895879167,155
608818998447964159,2297
608801830893256703,2006
609312412260106239,544
608818999236493311,1078
608803199880527871,459
608803201507917823,87
608818980831887359,1727
608795741401382911,37842
609312272690446335,28
608818976151044095,1967
608801787507376127,65399
609312275475464191,670
608819014788972543,269
608818976939573247,1990
608801830691930111,1072
608801810643156991,7309
608802239535906815,1295
608818993314136063,745
608803206071320575,85
608803199947636735,218
608797064838512639,570
608803211658133503,135
608798043470299135,85
608818971067547647,509
608819092601700351,1776
609312411119255551,455
608798162856968191,264
608796125029203967,18
608802636216401919,1297
608818973265362943,271
608795744387727359,17
609312351191039999,63
609312152766906367,233
608802994040864767,19
608802632693186559,45
608797281432371199,2
608818986620026879,240
608802239737233407,922
608802386219106303,18
608845331295109119,1037
608818998548627455,1348
608802633783705599,1540
608801875973636095,66
609312152162926591,251
608801789856186367,874
608801861863997439,65
608818984791310335,144
608819079632912383,2485
609312373353742335,103
608801860102389759,271
609312284786819071,666
608819004789751807,202
608802657489911807,73
608802621234348031,43
608798013590077439,41
608801861830443007,451
608802710153592831,3
608802376605761535,135
608818988230639615,98
608801861159354367,1145
608802239603015679,732
608844344476041215,406
608795743800524799,49
608803218134138879,64
608801961352888319,26
608845330875678719,686
608801840137502719,87
608798039712202751,7050
608797283814735871,1
608802657926119423,43
608818998833840127,17863
608801844600242175,1188
609312294064619519,134
608801817471483903,800
608844285722230783,1769
608801873826152447,813
608802590666260479,15
608803197850484735,374
608802343219101695,606
608796872017969151,71
608796042334306303,11
608802337917501439,10
608819079498694655,285
608818986133487615,497
608818981251317759,89
608818980496343039,410
608818977359003647,819
609312288964345855,28
608819046497910783,150
608801859917840383,868
608801874883117055,1253
608818927178350591,293
608818985730834431,967
608802625042776063,30
608802383064989695,4
608796051964428287,35
608819071563071487,278
608819084565413887,788
608818969960251391,81
608801859901063167,534
608803201776353279,112
608801858676326399,615
608801858525331455,677
608802343135215615,74
608819016919678975,855
609312078175404031,27797
608795744320618495,13
608802246968213503,52
608801842788302847,946
608818994773753855,115
608818971805745151,1230
608802798552743935,251
608818986687135743,269
608798054375489535,126
608818998817062911,15353
608819017506881535,155
608844345449119743,130
609312276700200959,372
608819080840871935,160
608801817941245951,110
608819087635644415,433
608819005259513855,676
608801860505042943,49
608802015711068159,32
608803197179396095,16
609313414816202751,85
608802028310757375,23
608802247706411007,113
608802210444214271,117
608803197833707519,162
608819041900953599,325
608798185086779391,1
608798192988848127,1
608818925752287231,1613
608803236974952447,5
608798061673578495,53
608798165658763263,6
608803213872726015,394
608803219409207295,526
608798008204591103,87
608798052144119807,62
608798159669297151,41
608801809904959487,37
608803279219982335,35
609312380047851519,150
608803219174326271,37
608818971990294527,457
608819060171341823,88
608802015744622591,310
608819045222842367,61
608802238646714367,10
608802361137168383,9
608819057973526527,36
608818926809251839,126
608796173230145535,568
609290387147718655,84
609312406136422399,71
608801796382523391,112
608819014856081407,1125
609313413692129279,178
609312412511764479,98
608803269187207167,306
609290387449708543,33
609312238917910527,35
608798056975958015,341
608798038135144447,27
608802034367332351,641
609313168979656703,166
608798028739903487,7
608798037849931775,68
608803197800153087,42
608818967930208255,2058
608801801868673023,80
608803004325298175,66
608803005717807103,130
608801901575667711,2202
608802235761033215,159
608801856193298431,123
608798150055952383,39
608798039678648319,122
608818997642657791,136
608802389239005183,304
608802227372425215,42
608798149972066303,33
608798162437537791,571
608802796841467903,72
609313168761552895,55
608818927748775935,153
608803197229727743,63
608803197867261951,21
608803276418187263,108
608801804553027583,84
608798181865553919,128
608797099550572543,47
609312411807121407,224
608798180271718399,30
608801927731347455,18
608801842419204095,28
608802202206601215,171
608818998414409727,407
608818979590373375,778
608802393735299071,265
608798149938511871,20
608798175054004223,63
608802090302570495,29
608802641769660415,488
608796042418192383,8
608801839164424191,518
608801841647452159,597
608801810576048127,719
608803330793144319,13
608802627106373631,245
608798163628720127,46
608796118855188479,9
608802796656918527,73
608798052026679295,345
608802792982708223,106
608801791097700351,644
608819050373447679,190
608819014822526975,90
608802210544877567,184
608819018798727167,32
608798022582665215,99
608803271334690815,326
609290389848850431,70
608802710304587775,176
608801797607260159,176
608819055540830207,547
608803233485291519,46
608819071831506943,110
608803189126332415,78
608801877936570367,965
608797068680495103,70
608801806297858047,107
608802590917918719,104
609312239656108031,60
608819005595058175,342
608802700355698687,55
608803285360443391,278
608819044887298047,201
608801861931106303,26
608802633079062527,760
608802441063825407,74
609312351325257727,91
608802698627645439,148
608801819635744767,41
608802344158625791,153
608801858491777023,38
608802090285793279,382
608818993431576575,17
608802928257400831,63
608803247796256767,8
608802786506702847,6
608802798217199615,45
609312277119631359,299
609312271868362751,123
608795741468491775,745
608802632525414399,60
608802395899559935,66
608797075861143551,44
609313450031579135,242
608802789610487807,54
609312412142665727,263
608818973013704703,551
608819051816288255,23
608802661818433535,17
608798182117212159,19
608801810357944319,124
608801885251436543,4
608803265546551295,78
608802636417728511,427
608801805157007359,388
609312426420076543,66
608801878037233663,44
608802636333842431,390
608801797590482943,128
608795758866464767,10
608801884664233983,6
608801794402811903,151
608819042723037183,260
608802784996753407,13
608802763505139711,41
608798023505412095,77
608802243243671551,58
608818994337546239,105
608802256397008895,2
608845301331001343,430
608803217798594559,64
609312238515257343,119
608797097956737023,47
608801844566687743,102
608819018899390463,384
609312380114960383,69
609312293326422015,113
608802244267081727,74
608819021617299455,216
608802639957721087,4
608811052943015935,12
609312294232391679,116
608801887415697407,18
608818979389046783,317
608802640746250239,4
608818987039457279,3
609313450484563967,32
608802389910093823,242
608801808327901183,56
608798056170651647,271
609312361844572159,22
608797083108900863,1
608845298009112575,184
608803231606243327,91
608801965261979647,11
608802450559729663,178
609312277002190847,205
608802441030270975,18
609312345805553663,19
608801861981437951,37
608797092621582335,31
608818857888448511,368
608803233904721919,36
608801840439492607,24
608802243143008255,97
608797086816665599,42
609312312922210303,14
608801789990404095,29
608797051601289215,7
608818999051943935,97
608845333375483903,58
608796196063936511,59
608802706965921791,230
608796868964515839,217
608844342194339839,20
608797014070657023,177
608798044980248575,109
609312289098563583,11
608802713240600575,187
608802709146959871,76
608844353871282175,14
608801868105121791,13
608802441583919103,17
608819005343399935,46
609312409777078271,287
608819020493225983,763
608802387074744319,115
608801789000548351,150
608801809938513919,62
608844268240371711,118
608802666734157823,56
609312330823499775,3
609312336762634239,17
608801798311903231,142
608798010201079807,49
608819014470205439,113
608818993213472767,39
608803200652279807,472
608803196323758079,224
608844285453795327,7
608802393802407935,193
608802017439121407,100
608802377041969151,163
608798185288105983,32
608798030920941567,67
608798057865150463,15
608798043386413055,3
608802081964294143,468
609312350771609599,28
608798146566291455,67
608802943440781311,38
608798010503069695,9
608798007785160703,127
608801978079772671,26
608801813797273599,11
609312360770830335,19
608801811498795007,215
608801805291225087,208
608801807438708735,26
608802373820743679,107
608797067589976063,157
608801810123063295,153
608819002927480831,207
608796891445985279,22
608818909377724415,157
608803196558639103,42
608803311583231999,223
608811047876296703,11
608803202564882431,44
608798011425816575,150
608803215953100799,59
608803220449394687,7
608819049903685631,7
608802464098942975,25
608801789956849663,615
608845297925226495,25
608798038101590015,23
608803202715877375,37
609312152179703807,7
608798022230343679,20
608802641719328767,293
608819025778049023,1
608796987227111423,23
608803004107194367,44
608845301951758335,86
608819059751911423,303
608811996476866559,10
608797024942292991,82
608803200971046911,175
608798026189766655,4
608796986925121535,10
608802682387300351,39
608798039812866047,10
608818984573206527,202
608798025401237503,1
608818976536920063,316
608803185687003135,7
608802657791901695,17
608802034635767807,53
608818979791699967,132
608818974372659199,40
608845332586954751,16
608802017707556863,34
608818996199817215,60
609313163761942527,63
608802648027561983,42
608803196676079615,88
609312275341246463,2
608819045206065151,34
608844352763985919,77
608818968383193087,42
608818925383188479,23
608801797103943679,30
608798040433623039,196
608819073106575359,205
608802584928452607,86
608818990193573887,33
608796045303873535,8
608798146968944639,24
608818969406603263,144
608798163997818879,115
608802943172345855,89
608798147002499071,42
608845292623626239,35
608819013111250943,50
608818979439378431,46
609312376071651327,21
608798164031373311,47
608802462807097343,43
608796197657772031,29
608802094798864383,32
608802717971775487,2
609312266969415679,78
608797951061393407,47
608798057512828927,13
608801809535860735,108
608801808025911295,4
608798182888964095,2
609312825499713535,17
608803000432984063,9
608796033996029951,2
608802083491020799,154
608797068831490047,50
608819042504933375,23
608803202363555839,38
608819072603258879,120
609312264150843391,17
608801818981433343,32
608802798586298367,89
608803270613270527,9
608801860370825215,173
608801789151543295,8
608810916879794175,1
608797034169761791,49
608797281331707903,17
608818973449912319,235
608797015312171007,41
608802721008451583,13
608796983116693503,6
608818974339104767,67
608797028515839999,7
608797269520547839,3
608807113635921919,20
608797033179906047,35
608796035489202175,60
608801811599458303,75
608807127527456767,13
608802736124723199,16
608798043805843455,14
608796986992230399,18
608798182419202047,20
608798149837848575,26
608797270141304831,4
608798152320876543,30
608806856508309503,2
608797018080411647,8
608810914480652287,3
608803196759965695,1867
608797104399187967,37
608802445811777535,91
608844345969213439,17
608797035579047935,30
608796198161088511,14
608801961604546559,21
608802657204699135,15
608802017690779647,29
608801944642781183,31
608802378753245183,49
608802992514138111,64
608803203286302719,4
608801819769962495,23
608801964993544191,27
608801809267425279,39
608801835926421503,7
609312122601471999,54
609313163325734911,46
608818852754620415,2
608802639102083071,48
608802785382629375,4
608797280476069887,7
608802455911661567,97
608803275361222655,15
609313441508753407,38
608819090152226815,79
608801839181201407,31
608803197565272063,170
608801954189017087,22
608802050607677439,18
608796872051523583,76
608819014654754815,134
608799919834136575,55
608819003783118847,19
608798060885049343,138
608819005645389823,1230
608802441281929215,20
608801804586582015,265
608803208537571327,30
608798171346239487,26
608798013623631871,11
608819003934113791,296
608797015144398847,48
608802726091948031,67
608802682521518079,30
608796049934385151,26
608798158998208511,39
608801811800784895,61
608807114239901695,33
608796868209541119,36
608801841060249599,84
608796052719403007,32
608802407660388351,82
608801862233096191,134
608818986552918015,31
608802407442284543,21
608797068277841919,21
608798057781264383,7
608798172218654719,17
608802635645976575,135
609313418020651007,5
608807117813448703,8
608796516894638079,2
608796047921119231,28
608802339964321791,11
608798147489038335,2
608796064564117503,15
608795918065467391,11
608798055113687039,23
608798019260776447,30
608818976167821311,439
608797254236504063,5
608802091762188287,12
608801856864387071,8
608801904830447615,16
608819012708597759,27
608818997726543871,22
608803233082638335,90
609312253631528959,30
609313418389749759,52
608802631938211839,19
608798178023571455,62
608803004056862719,2
609311982947926015,3
608844329678536703,9
608844367678930943,4
609312391624130559,53
608803003687763967,8
608802657976451071,16
608818995277070335,4
609312134328745983,9
608819094010986495,92
608844370396839935,8
609312018196856831,3
608801805626769407,73
608803212027232255,73
608803000483315711,28
608802700909346815,14
608818910384357375,26
608802027874549759,36
608818995226738687,45
609312377514491903,184
608819072854917119,6
608819003984445439,14
608801972711063551,1
608802627005710335,40
609313417081126911,9
608801905618976767,121
609313168325345279,90
608818979288383487,12
608803200383844351,100
608803207027621887,5
608844285822894079,173
608802939129036799,14
609313431157211135,2
608807127074471935,13
608801817672810495,49
609312104985395199,15
608798157773471743,6
608803213805617151,8
609313422785380351,29
608796909649264639,30
608801910517923839,8
609313418423304191,47
608798056673968127,46
608801807942025215,48
608802655342428159,189
608803211473584127,51
608818985294626815,4
608795771768143871,12
609312294333054975,1
608802366824644607,2
608802616603836415,74
608802687839895551,95
608802657120813055,10
608818994270437375,20
608803233770504191,26
608818978583740415,119
608802761458319359,29
609312052019724287,6
608803197699489791,13
608801931590107135,4
608801792037224447,23
608795740176646143,77
608802212759470079,33
608798029327106047,7
608803218251579391,106
608802212675583999,50
608819014554091519,284
608802032823828479,34
608802709952266239,9
608798039343103999,4
608818971939962879,34
609313413591465983,27
608795743297208319,17
608801962762174463,6
608802212843356159,41
608803231589466111,40
608802161018535935,1
608803201071710207,13
608811998859231231,9
608797005396836351,193
608807127259021311,9
608803352486084607,204
608818925618069503,17
609312122651803647,238
608795745209810943,8
608802932854358015,16
608799904013221887,9
608819055305949183,38
609312823771660287,1
609312821204746239,1
609312903698317311,1
609312407696703487,19
608802894132543487,13
608807018894983167,1
608802201183191039,27
608802577747804159,16
608801841177690111,154
608795267931570175,6
608802210595209215,14
608819057939972095,201
608806839630430207,1
608807011697557503,5
608802211803168767,48
608803309251198975,22
609312825231278079,1
608803356361621503,17
608796207640215551,3
608802739446611967,365
608802759629602815,6
608819001753075711,16
608802220527321087,36
609312259788767231,26
608802735654961151,57
608803352351866879,17
608819024872079359,2
608818985026191359,5
608797033398009855,4
608845287506575359,16
609312373404073983,89
608802386151997439,51
608802999023697919,4
608801955111763967,11
608802943356895231,77
608798172050882559,10
608802798485635071,47
608819022288388095,15
609313410370240511,10
609313413725683711,197
608802230627205119,53
608803351311679487,2
608802364341616639,27
608802640293265407,108
608801789688414207,7
609312290105196543,36
608818989170163711,72
608797013684781055,75
608801927194476543,26
608802970418544639,13
608798148696997887,14
608803206859849727,125
608818995293847551,20
608819051682070527,3
608803278582448127,4
609313439310938111,59
609312343137976319,68
608802450207408127,34
608802441013493759,27
608819003095252991,162
608803167768936447,27
609312345151242239,19
609312001688076287,81
608798022213566463,6
608845297640013823,16
608803213604290559,35
609312390651052031,33
609312373857058815,11
608798033890508799,7
609312076917112831,18
608797022828363775,2
608797027223994367,6
609313413675352063,86
608807123635142655,20
609313415252410367,2
608799919095939071,26
609312284635824127,22
608802213816434687,23
608801944105910271,46
608802892454821887,7
608803278397898751,12
608802373099323391,35
608803211591024639,23
608818967376560127,211
609313415302742015,6
608802892270272511,13
608795270263603199,39
608795270548815871,12
608803063683088383,27
608818991300870143,161
608802636031852543,18
608801880503484415,12
609312312938987519,17
608802212574920703,38
609312386809069567,3
609312319985418239,40
608801858407890943,21
609312313744293887,2
608802446700969983,19
609313416376483839,29
608796196735025151,7
608798150123061247,30
609312272656891903,33
608807114323787775,15
608844345583337471,2
608802086175375359,23
608802239015813119,31
609313167973023743,9
608797100104220671,17
609313414111559679,25
608801799284981759,43
608844353518960639,36
608802789727928319,283
608807058774425599,12
609312313006096383,7
609312392177778687,50
609312386825846783,2
608802649688506367,9
609311984659202047,1
608798054207717375,12
608802942518034431,23
608797284703928319,7
609312272472342527,12
608797270476849151,8
608845331949420543,52
608818970094469119,26
608798020837834751,19
608819072737476607,314
608803351915659263,9
608798147942023167,1
608802440174632959,27
608796871900528639,11
608796017806016511,28
608797069066371071,218
608798173812490239,48
608844345902104575,22
608797270560735231,9
609312293007654911,16
608803177113845759,59
608803283296845823,60
608819020694552575,10
608798181848776703,37
609312272925327359,34
608819045424168959,74
608818991535751167,6
608801857199931391,21
608797067791302655,16
609313451977736191,17
608802638816870399,14
608796065201651711,13
608803220130627583,82
608795779234004991,8
609312238431371263,14
608803213369409535,86
608795779015901183,6
609312267623727103,10
608802655292096511,115
608802702368964607,1
609312288024821759,29
608798014697373695,14
609312426386522111,18
608797014624305151,63
608818987274338303,209
608797298259918847,4
608802385464131583,1
608801900401262591,56
609313166194638847,44
608818973701570559,47
608801806029422591,22
608801861746556927,21
609312121812942847,62
608798063217082367,16
608801972929167359,15
608802633045508095,127
608818990294237183,17
608802371656482815,4
608845292288081919,28
608802372075913215,4
608801882449641471,2
608802793922232319,12
608819203733979135,4
608802341155504127,7
608802892488376319,8
608795286503948287,3
608803209728753663,3
608797231520153599,68
608801864934227967,28
608801877668134911,10
608802789459492863,206
608819072703922175,36
608802702251524095,14
608802761391210495,5
608798026693083135,17
608807113736585215,25
608807124155236351,2
608802938676051967,27
608801840238166015,22
608803008821592063,3
608798061958791167,8
609312259956539391,3
608803201658912767,5
608798177637695487,21
608796102296076287,19
608802230543319039,29
609313165473218559,15
608802717283909631,14
608801843794935807,181
608819060272005119,16
608798055734444031,24
608798188173787135,1
608802932099383295,5
608802048929955839,36
608802658748203007,20
608796052266418175,3
608803190938271743,28
608803007781404671,3
608797028599726079,40
608844268190040063,44
608796071895760895,36
608819037723426815,6
608807113837248511,23
608819087836971007,18
608796195376070655,7
608819079112818687,2
608803235112681471,4
608811037138878463,9
608796980784660479,2
608803310811480063,17
608801842469535743,25
608819023882223615,19
608801899562401791,14
609312253061103615,14
608803198303469567,20
608819044551753727,17
608796898106540031,13
608818996300480511,2
608801819837071359,49
608803167315951615,31
609313448739733503,20
608818970648117247,31
609312430111064063,31
608811050040557567,13
608801844281475071,12
609312077202325503,20
609290389949513727,54
609312001839071231,18
608798165105115135,8
608796055269539839,44
608796175360851967,2
608795286571057151,7
608801856965050367,2
609313166295302143,21
608795270079053823,6
608802015694290943,9
608802082970927103,7
608801888992755711,1
609312823637442559,1
608802785047085055,35
608801862132432895,27
608803327454478335,2
608819046984450047,1
608803311751004159,12
608802785063862271,2
608845300357922815,136
608798150089506815,19
608801840003284991,37
608795740075982847,2
608803218872336383,4
608801789017325567,3
609313169566859263,6
608819020728107007,22
608819092400373759,9
609312414306926591,31
608801810760597503,22
608798164819902463,23
608818984858419199,91
608802238311170047,9
608802218396614655,32
609312312955764735,7
608801894093029375,15
608796858411646975,4
609312077856636927,4
609312117048213503,35
608802374693158911,1
608819056379691007,23
608799922031951871,2
608801830423494655,11
608798052915871743,3
609312407847698431,3
608802393483640831,9
608802584693571583,25
608801808562782207,11
608803286685843455,14
608801790695047167,18
608795934154817535,15
608802727283130367,38
608807126436937727,57
608845287607238655,20
608802220057559039,6
608802789325275135,15
608811053765099519,6
608801835137892351,9
608798326871031807,1
608802215578042367,2
609290387567149055,35
608845318812860415,9
608795797353398271,4
609290390016622591,9
608818981972738047,17
608802256346677247,14
608796173985120255,10
609312361609691135,6
609312267556618239,16
608811047842742271,10
608795744907821055,5
608798028723126271,2
608803310442381311,2
608795744874266623,2
609312289618657279,3
609312283444641791,7
608796183044816895,4
608797231687925759,3
608802389926871039,130
608795933601169407,6
608802705137205247,14
608798010402406399,12
608797029388255231,12
608802039182393343,1
608796991085871103,3
608802807629217791,1
608795790189527039,1
608844284698820607,3
608801887835127807,4
608802579442302975,1
608803271670235135,1
608802163468009471,4
608799919884468223,14
608819060003569663,9
609312394342039551,18
608844362712875007,4
608844347596603391,3
608802028545638399,44
608798013220978687,1
609312380265955327,261
608801844432470015,2
608802999761895423,3
609312122517585919,9
608802033780129791,8
608801867232706559,14
609313434579763199,9
608819019838914559,18
608798157723140095,23
608798157102383103,5
608802625982300159,10
608803286283190271,2
609312820181336063,3
608803286518071295,1
608819073341456383,2
608802385246027775,22
608803282676088831,15
608811996527198207,3
608811998641127423,1
608803286652289023,12
608796123921907711,9
608802668076335103,25
608819045021515775,6
608802791103660031,27
609312858383056895,9
608795766365880319,3
608802254249525247,2
608803172097458175,5
608802892790366207,1
608797081498288127,2
609311978350968831,6
608819002273169407,119
608801830910033919,11
608798051456253951,10
609312856017469439,2
609312904033861631,1
608802162142609407,1
609312889924222975,1
608802451667025919,10
608802713743917055,9
608797101161185279,3
608797035780374527,4
608801819585413119,10
608819058241961983,9
608802243713433599,20
608798040332959743,3
608798193592827903,12
608795285883191295,7
608802463427854335,4
608845317185470463,4
608795776700645375,1
608801805962313727,3
608802163853885439,4
609312379259322367,6
608796196768579583,3
608819003212693503,3
609312379057995775,15
608801904696229887,1
609312373068529663,3
608796204569985023,4
608802720840679423,6
609312373555068927,3
608796862085857279,7
608802247102431231,28
608802716445048831,1
608796165999165439,23
608802687487574015,7
608802089514041343,43
608818985160409087,3
608798029394214911,5
608802446851964927,8
609290389261647871,11
608802703023276031,10
608801839583854591,16
608802626082963455,1
608803355489206271,11
608807055855190015,6
608807126403383295,12
608819073324679167,2
608801875386433535,12
608798156229967871,1
608795273317056511,11
608802163384123391,1
608811998976671743,5
608802385078255615,4
608796920604786687,2
609312263731412991,7
608802788704518143,9
608796935117078527,1
608796524628934655,3
609313413943787519,76
608802385195696127,2
608819040827211775,6
608807053003063295,4
608802736158277631,8
609312052355268607,3
609313169013211135,6
608802718340874239,12
608796139273060351,2
608818984539652095,14
608818991586082815,5
608801862014992383,133
608801905937743871,6
608796180545011711,6
608798147807805439,2
608797280979386367,4
609312394576920575,1
608818981402312703,14
608796126975361023,1
608803287524704255,15
608803001422839807,4
608796170126360575,10
609313451893850111,12
608807123618365439,9
608818979422601215,15
608818987106566143,5
608802705153982463,4
608796090971455487,4
608811996778856447,8
608798189851508735,7
609312121359958015,23
608818981888851967,4
608801816464850943,2
608801890855026687,2
608845317252579327,7
608796124777545727,25
609313163392843775,6
608802034719653887,1
608819023496347647,2
608801810743820287,3
609312429054099455,23
609290387164495871,4
608802783788793855,7
608801808059465727,6
608802081695858687,10
608802011567095807,4
608801892784406527,1
608796042602741759,3
608802621267902463,2
608803310358495231,13
608844325802999807,5
609312287605391359,3
608844371504136191,10
608844328772567039,1
608802797277675519,2
609312086094249983,1
608795918031912959,2
608802893847330815,3
608797097604415487,3
609312319901532159,3
608803331531341823,1
608803167164956671,36
608803310509490175,2
609313418926620671,2
608796045807190015,12
608796137444343807,3
608802755603070975,2
608801798681001983,2
608801910333374463,11
608802659788390399,2
608801910954131455,5
608797284653596671,4
608803336514174975,6
608802999342465023,32
608796912199401471,2
609311978233528319,2
608798179969728511,8
608802761491873791,3
608798029780090879,8
608798028807012351,8
608803311264464895,9
608798029041893375,2
609312263714635775,4
609312858936705023,1
609312120789532671,47
608801831597899775,1
608801907615465471,1
608801878288891903,2
608801834332585983,6
608803340456820735,5
609312001805516799,14
609312284518383615,5
608797061415960575,2
608802709281177599,2
608802441567141887,3
609311967949094911,1
609312380249178111,6
608802375297138687,1
608802451046268927,13
609312259302227967,14
608819005561503743,3
608819070740987903,2
608802681296781311,6
608796064664780799,5
608818982425722879,13
608801799335313407,1
608803340440043519,1
608801885905747967,9
608796196433035263,1
608803309553188863,5
608796027301920767,4
608801908856979455,5
608819024301654015,4
608798025703227391,2
608796026748272639,2
608803325709647871,6
608796105970286591,3
608797280895500287,7
608802790784892927,9
608802751610093567,1
608799919901245439,4
608796522967990271,4
609313419580932095,2
609313176713953279,6
608803340641370111,3
608798164836679679,3
608807119642165247,10
608844367695708159,5
608844329712091135,3
608801942428188671,7
608818993481908223,43
608845298411765759,1
608802990098219007,6
609313168862216191,1
608798175775424511,4
608798190640037887,2
608803339987058687,1
608798088601010175,3
608803268616781823,2
608802011583873023,4
608844379775303679,1
608801811230359551,44
608803323109179391,1
608801911021240319,2
608801911675551743,1
609312419776299007,10
608796908407750655,2
608845297673568255,2
608799902016733183,8
608845332704395263,8
609312888766595071,2
608802390581182463,1
608801879480074239,2
608798026760191999,5
608797269335998463,3
608797272875991039,2
608802407308066815,1
608802437020516351,2
608802407056408575,1
608797081229852671,1
608803325508321279,1
608802941830168575,1
608801887768018943,2
608798042815987711,11
608801910970908671,11
608798179567075327,4
609312893866868735,1
608795742575788031,7
609313406628921343,4
608818855841628159,1
608797034186539007,3
608845299267403775,3
608801833594388479,1
608802017925660671,1
608795286319398911,6
608796897569669119,1
608796184017895423,1
608796940032802815,7
608798026256875519,3
608802799341273087,2
608798018841346047,4
608802784526991359,4
608796167693664255,3
609313406729584639,1
608796155865726975,2
608796170730340351,2
608797051198636031,1
608798053956059135,2
608807137325350911,2
608803207044399103,1
609312104918286335,2
609312102737248255,1
609312102770802687,1
608844369574756351,5
609312104901509119,2
608802804542210047,2
609312860278882303,4
608802793502801919,1
609312417360379903,8
608802442355671039,2
609312416672514047,1
609312869942558719,1
609312855463821311,1
609312821355741183,8
609312854591406079,1
608801949155852287,1
609312339027558399,1
608795797118517247,4
608801980277587967,7
608819001719521279,2
608796523521638399,3
608798021743804415,4
608798157756694527,12
608802082803154943,4
608802702889058303,7
608845288966193151,7
608795760258973695,1
608803012277698559,1
608802337162526719,2
609312819946455039,1
608811036618784767,5
608796165579735039,5
609312017878089727,9
608802374877708287,1
608798040014192639,1
609312017844535295,5
608803327991349247,1
608801957326356479,1
608802712955387903,9
608802410529292287,2
608796054111911935,3
608802627223814143,12
608801972794949631,2
608802463276859391,2
608803268331569151,1
609312350587060223,2
608798019093004287,1
608801879983390719,3
609312427477041151,1
608799921729961983,1
608819044702748671,14
609312018716950527,2
608803325793533951,1
609312319381438463,2
609312431738454015,1
608801884781674495,1
608797020160786431,3
608802704097017855,2
609312078578057215,4
608802384625270783,1
608797102251704319,2
609313430234464255,2
608811996577529855,6
608797093158453247,1
608796019030753279,3
608796910051917823,1
608818986670358527,7
608819022070284287,1
608803309284753407,1
609312895058051071,1
609312379141881855,1
608802750519574527,2
608796526306656255,3
608803250497388543,2
608801928838643711,2
608796981002764287,1
608802638900756479,3
608802426786414591,1
608795772657336319,1
609313406545035263,2
608802089363046399,1
609312410330726399,8
609312051281526783,1
608796019534069759,1
608796051729547263,1
608802412945211391,4
608802407794606079,3
609312429372866559,4
608803354230915071,3
609313109118550015,6
609313434260996095,4
608797048346509311,2
608802790365462527,1
608819083776884735,1
608797052440150015,1
608801961017343999,1
608803014374850559,5
608819090454216703,2
608796123015938047,1
609313448991391743,2
608818985143631871,3
608807109659721727,1
608795269542182911,1
608844347344945151,4
608845468415295487,2
608803001271844863,15
608802939095482367,2
608802932837580799,5
608801827084828671,1
608802447489499135,5
608797092437032959,3
608844368115138559,2
608797098090954751,1
608803354214137855,1
609313433019482111,3
608803322136100863,1
608802623331500031,1
608802927854747647,1
608802894015102975,3
608798194297470975,6
608803251487244287,1
608802709448949759,2
608801927244808191,1
608802431584698367,3
609313440535674879,1
608803218838781951,1
609290420702150655,2
609290433050181631,1
608798052630659071,1
608801830306054143,3
608802390027534335,2
608801824115261439,4
608803309116981247,1
608802246666223615,2
608796127294128127,2
608802794660429823,1
608801871225683967,2
609312820449771519,1
608802210981085183,1
608801799872184319,1
608802412039241727,1
609313108766228479,1
608818848291880959,1
608845469354819583,1
608802151656849407,1
608802011315437567,1
608844326323093503,1
609312832814579711,1
608802625260879871,8
608818997709766655,2
608845317957222399,3
608801893925257215,2
608798055700889599,1
608803353962479615,1
609312373102084095,1
608802451314704383,3
609313434764312575,3
608802389809430527,2
608796067567239167,1
608802140114124799,36
608802163434455039,1
608801883204616191,2
609313435871608831,1
608802086208929791,1
608802618952646655,3
608845316866703359,1
608796087481794559,1
608803355237548031,1
608802761995190271,1
608796062752178175,1
608845309451173887,1
608802970133331967,2
608801790778933247,38
609313451306647551,1
608803202833317887,20
608803266318303231,1
608802162847252479,1
608845291231117311,1
608802091309203455,9
608797009960239103,2
608796165361631231,3
608803205266014207,7
608819094212313087,1
608802451146932223,1
609313451189207039,1
608795759453667327,1
608801899176525823,2
608797254320390143,2
608801900636143615,1
608801878221783039,1
608801835976753151,1
